"question","expectedEntryId","expectedTitle","expectedIntent","answerLengthMode","source"
"会不会变形","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热干湿怎么讲","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"南北温差会不会裂","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"极干极潮能不能用","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"热胀冷缩怎么办","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定体系怎么给客户讲","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定体系完整讲一下","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定体系详细讲一下","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定体系标准文案","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定体系客户问怎么回答","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定体系经销商话术","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定体系门店怎么说","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定体系朋友圈怎么发","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定体系短视频怎么讲","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定体系配什么图","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定体系给客户看什么资料","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定体系和普通材料有什么区别","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"客户问冷热循环极干极潮稳定体系","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"帮我讲冷热循环极干极潮稳定体系","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定体系是不是宣传","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定体系有什么优势","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定体系注意边界","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定怎么讲","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定怎么给客户讲","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定完整讲一下","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定详细讲一下","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"冷热循环极干极潮稳定标准文案","youyou-thermal-cycle-dry-humid-stability-system","冷热循环极干极潮稳定体系","product","full","generated-standard-route-bank"
"七零纯无机配方","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"优优无机板七零是什么？","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"7零纯无机配方怎么给客户讲？","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"七零具体是哪七零？","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"零木质材料、零石棉、零玻璃纤维、零塑料怎么解释？","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"为什么说不是靠添加堆性能，而是性能来自材料本身？","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"七零适合做什么海报和销售话术？","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"可以说绝对无任何风险吗？","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"七零纯无机配方 这部分配什么图和网站链接？","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"七零纯无机配方怎么讲？","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"给客户介绍七零纯无机配方","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"七零纯无机配方标准答案","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"是不是零添加","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"有没有木头塑料石棉","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"有没有石棉","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"有没有玻纤","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"七零是什么","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"七零配方怎么讲","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"7零配方","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"七零纯无机配方怎么给客户讲","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"七零纯无机配方完整讲一下","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"七零纯无机配方详细讲一下","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"七零纯无机配方标准文案","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"七零纯无机配方客户问怎么回答","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"七零纯无机配方经销商话术","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"七零纯无机配方门店怎么说","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"七零纯无机配方朋友圈怎么发","youyou-seven-zero-pure-inorganic-formula-system","七零纯无机配方","product","full","generated-standard-route-bank"
"环保核心逻辑","youyou-environmental-core-logic-system","环保核心逻辑","product","full","generated-standard-route-bank"
